# x_m, y_m, w_tr_right_m, w_tr_left_m
-28.353805375956718, 35.706442629151226, 1.1, 1.1
-28.748421743989788, 35.756749495127785, 1.1, 1.1
-29.143231832519202, 35.81490311522103, 1.1, 1.1
-29.538258156083128, 35.87653781705458, 1.1, 1.1
-29.933523308776415, 35.9372879282521, 1.1, 1.1
-30.32904988469392, 35.99278769688053, 1.1, 1.1
-30.72481918801771, 36.039967030967176, 1.1, 1.1
-31.120659376336267, 36.08056241399191, 1.1, 1.1
-31.516363443189015, 36.11742436151273, 1.1, 1.1
-31.91172406388871, 36.15340346864429, 1.1, 1.1
-32.30653415241811, 36.19135033050127, 1.1, 1.1
-32.700586384089995, 36.23411554219831, 1.1, 1.1
-33.09367446845383, 36.284541504512866, 1.1, 1.1
-33.48571733726084, 36.3441243602187, 1.1, 1.1
-33.87689789129997, 36.411528352792814, 1.1, 1.1
-34.267432445162406, 36.485059482018166, 1.1, 1.1
-34.65753723388267, 36.56302414546111, 1.1, 1.1
-35.04742865160861, 36.643728342904595, 1.1, 1.1
-35.43732285381808, 36.72547839235828, 1.1, 1.1
-35.82743122258857, 36.80660654730689, 1.1, 1.1
-36.21778995620587, 36.88636449769352, 1.1, 1.1
-36.608217904127834, 36.965145492147926, 1.1, 1.1
-36.99852039117802, 37.04341374385123, 1.1, 1.1
-37.388502821736736, 37.121633545541314, 1.1, 1.1
-37.77797036151423, 37.20026926951262, 1.1, 1.1
-38.16672841489076, 37.27978520850301, 1.1, 1.1
-38.55470951780849, 37.36036322906469, 1.1, 1.1
-38.942335161515686, 37.44110044252706, 1.1, 1.1
-39.330144342465196, 37.52083341211869, 1.1, 1.1
-39.718675977553204, 37.5983985419548, 1.1, 1.1
-40.1084689041192, 37.67263247482068, 1.1, 1.1
-40.500062118616036, 37.742371614831534, 1.1, 1.1
-40.8939921512397, 37.8064495020624, 1.1, 1.1
-41.29034738945283, 37.86311692396588, 1.1, 1.1
-41.68824244705264, 37.90935908045629, 1.1, 1.1
-42.08666416982112, 37.94199481844678, 1.1, 1.1
-42.48459948309696, 37.95784322352052, 1.1, 1.1
-42.88103523266215, 37.9537232221473, 1.1, 1.1
-43.27495834385537, 37.926453899910356, 1.1, 1.1
-43.66535295753175, 37.872903110632734, 1.1, 1.1
-44.05110376870643, 37.7917721712006, 1.1, 1.1
-44.43096826127605, 37.6841028762339, 1.1, 1.1
-44.803695804356614, 37.551089132709436, 1.1, 1.1
-45.16803560795089, 37.39392532494402, 1.1, 1.1
-45.522736961618214, 37.21380535991448, 1.1, 1.1
-45.866549154918026, 37.01192354238096, 1.1, 1.1
-46.19819029119424, 36.7894557995124, 1.1, 1.1
-46.51591998869006, 36.54731313475993, 1.1, 1.1
-46.817649009641926, 36.28620431851447, 1.1, 1.1
-47.101279365052356, 36.0068333477666, 1.1, 1.1
-47.36471314548054, 35.709904060393555, 1.1, 1.1
-47.60585236192898, 35.39612029427257, 1.1, 1.1
-47.82260228722377, 35.066187717084375, 1.1, 1.1
-48.013520320231414, 34.72114072467836, 1.1, 1.1
-48.17861059789884, 34.36274372492631, 1.1, 1.1
-48.31807185279272, 33.99285921907655, 1.1, 1.1
-48.43210249925305, 33.61334970837744, 1.1, 1.1
-48.520901269846505, 33.22607753496397, 1.1, 1.1
-48.58466665846973, 32.83290527964115, 1.1, 1.1
-48.62359731813274, 32.43569536410067, 1.1, 1.1
-48.63789174273217, 32.03631021003418, 1.1, 1.1
-48.627748505721364, 31.63661231869003, 1.1, 1.1
-48.59336626011031, 31.238464111759907, 1.1, 1.1
-48.53494357935236, 30.84372809049214, 1.1, 1.1
-48.45267903690081, 30.45426675613505, 1.1, 1.1
-48.34677112665233, 30.071942450823684, 1.1, 1.1
-48.21755183859921, 29.698490942027856, 1.1, 1.1
-48.06737835737633, 29.33372200974479, 1.1, 1.1
-47.90018285105427, 28.97594762050785, 1.1, 1.1
-47.7199390162864, 28.623440360297785, 1.1, 1.1
-47.530620549726144, 28.27447289465197, 1.1, 1.1
-47.336200909356805, 27.92731780955114, 1.1, 1.1
-47.14065387138847, 27.58024777053267, 1.1, 1.1
-46.947542142706936, 27.231727174713512, 1.1, 1.1
-46.75731871900259, 26.88167153290799, 1.1, 1.1
-46.569013963557026, 26.530660495028354, 1.1, 1.1
-46.381650761324664, 26.17927697281037, 1.1, 1.1
-46.194252076816575, 25.828103957546517, 1.1, 1.1
-46.00584095410053, 25.477724440529254, 1.1, 1.1
-45.81544035768763, 25.128721413051046, 1.1, 1.1
-45.62229752234734, 24.78153609641486, 1.1, 1.1
-45.426588188768115, 24.43602290191088, 1.1, 1.1
-45.228728438344554, 24.091884446699197, 1.1, 1.1
-45.029134113801234, 23.74882334793981, 1.1, 1.1
-44.82822121697609, 23.406542222792783, 1.1, 1.1
-44.62640582926369, 23.0647437679748, 1.1, 1.1
-44.42410379338864, 22.723130521089267, 1.1, 1.1
-44.22173119074551, 22.381405178852873, 1.1, 1.1
-44.01970394361557, 22.039270278868987, 1.1, 1.1
-43.818437974280045, 21.696428517854322, 1.1, 1.1
-43.618349364133564, 21.352582512968926, 1.1, 1.1
-43.41985403545734, 21.00743480181616, 1.1, 1.1
-43.223367990089315, 20.6606881606694, 1.1, 1.1
-43.02927835079548, 20.312067005216825, 1.1, 1.1
-42.836709437287034, 19.96225592062105, 1.1, 1.1
-42.643058871266, 19.613252654472838, 1.1, 1.1
-42.44559952957265, 19.267149547245936, 1.1, 1.1
-42.24160412993393, 18.926038859857474, 1.1, 1.1
-42.02834578786016, 18.592012932781188, 1.1, 1.1
-41.80309722107828, 18.267164186047534, 1.1, 1.1
-41.56321730719102, 17.953569685249267, 1.1, 1.1
-41.30746520078509, 17.653058358719132, 1.1, 1.1
-41.035740819567124, 17.367256901729647, 1.1, 1.1
-40.74797701770593, 17.097786122359594, 1.1, 1.1
-40.444106808483674, 16.84626690824445, 1.1, 1.1
-40.1240630460692, 16.614320067462984, 1.1, 1.1
-39.78778113044483, 16.403566248980646, 1.1, 1.1
-39.43588430857907, 16.215547658884294, 1.1, 1.1
-39.07063835449065, 16.05162018153492, 1.1, 1.1
-38.69454890556442, 15.913112095128335, 1.1, 1.1
-38.31012144007189, 15.801351836973724, 1.1, 1.1
-37.91986159539789, 15.717667923936908, 1.1, 1.1
-37.52627500892726, 15.663388634213717, 1.1, 1.1
-37.13185013380371, 15.639806922837595, 1.1, 1.1
-36.73830762172937, 15.64661347346778, 1.1, 1.1
-36.34630405391834, 15.681279895511235, 1.1, 1.1
-35.95641796648942, 15.741114707197314, 1.1, 1.1
-35.569227975118125, 15.823426585868697, 1.1, 1.1
-35.18531269547997, 15.925523970198082, 1.1, 1.1
-34.8052505841371, 16.04471553752815, 1.1, 1.1
-34.42973147699249, 16.178565660345416, 1.1, 1.1
-34.06128599222599, 16.32887462658073, 1.1, 1.1
-33.70395863192906, 16.50092579482203, 1.1, 1.1
-33.36183876815619, 16.70010570866086, 1.1, 1.1
-33.03841169915129, 16.93012425482624, 1.1, 1.1
-32.734545706432655, 17.187427716336288, 1.1, 1.1
-32.450400460241006, 17.46649589439051, 1.1, 1.1
-32.18576513539551, 17.761980750826595, 1.1, 1.1
-31.93744123545483, 18.069924182098912, 1.1, 1.1
-31.700788219740822, 18.387038747406773, 1.1, 1.1
-31.471156000774712, 18.71004146112319, 1.1, 1.1
-31.243894809304415, 19.035649258064453, 1.1, 1.1
-31.014354637407823, 19.360579232160223, 1.1, 1.1
-30.777885556719504, 19.68154823867013, 1.1, 1.1
-30.530448634115015, 19.995270587040313, 1.1, 1.1
-30.270680268236188, 20.298448891886125, 1.1, 1.1
-29.99794838132393, 20.58778234688601, 1.1, 1.1
-29.711658207698296, 20.860054157564058, 1.1, 1.1
-29.41296117107327, 21.116017089150795, 1.1, 1.1
-29.105474474654955, 21.362028037966237, 1.1, 1.1
-28.792998381551747, 21.604860220394986, 1.1, 1.1
-28.47812986020796, 21.848820595989462, 1.1, 1.1
-28.160516872349977, 22.092169101219522, 1.1, 1.1
-27.8393636125877, 22.33225633979404, 1.1, 1.1
-27.513874116417714, 22.566432517638464, 1.1, 1.1
-27.18325257844993, 22.792048079348305, 1.1, 1.1
-26.846703193294275, 23.006453469519066, 1.1, 1.1
-26.503440497928032, 23.20702514777797, 1.1, 1.1
-26.153188908039358, 23.39241661745134, 1.1, 1.1
-25.79640364690548, 23.563112537785013, 1.1, 1.1
-25.433596582154088, 23.719738701561, 1.1, 1.1
-25.06527926318619, 23.862920981117973, 1.1, 1.1
-24.69196355762947, 23.993285169237936, 1.1, 1.1
-24.314161014884935, 24.111457138259563, 1.1, 1.1
-23.932383502580258, 24.218062680964856, 1.1, 1.1
-23.547142570116446, 24.313727669692508, 1.1, 1.1
-23.158950085121223, 24.399077897224494, 1.1, 1.1
-22.768317756108875, 24.47473931545618, 1.1, 1.1
-22.375757132480445, 24.541337717169554, 1.1, 1.1
-21.981780081863615, 24.59949889514663, 1.1, 1.1
-21.586897994546042, 24.649848880839418, 1.1, 1.1
-21.19150952901115, 24.693108139469622, 1.1, 1.1
-20.79572853085656, 24.730234692481538, 1.1, 1.1
-20.399624771283655, 24.762223634728613, 1.1, 1.1
-20.003267862380426, 24.79007014062099, 1.1, 1.1
-19.60672757534821, 24.814769305012113, 1.1, 1.1
-19.210073601831713, 24.837316143198777, 1.1, 1.1
-18.813374917465538, 24.858698828603973, 1.1, 1.1
-18.416666845412067, 24.87953480055913, 1.1, 1.1
-18.019934985913665, 24.89989685341916, 1.1, 1.1
-17.623160961379103, 24.91981402536932, 1.1, 1.1
-17.226326235103794, 24.93931543415157, 1.1, 1.1
-16.829412588609866, 24.95843019750788, 1.1, 1.1
-16.432401564749387, 24.977187274066832, 1.1, 1.1
-16.03527582016789, 24.995600108906043, 1.1, 1.1
-15.638037184668814, 25.01339192436355, 1.1, 1.1
-15.240704672296767, 25.03003080453033, 1.1, 1.1
-14.84329761532305, 25.044976002706782, 1.1, 1.1
-14.445835505132294, 25.057686772193247, 1.1, 1.1
-14.048337753552497, 25.067622366290127, 1.1, 1.1
-13.650823851968276, 25.07424203829776, 1.1, 1.1
-13.253311780187499, 25.07709454277256, 1.1, 1.1
-12.85580670939388, 25.07652070049737, 1.1, 1.1
-12.458307287123958, 25.073274867836183, 1.1, 1.1
-12.06081192224431, 25.068115299429873, 1.1, 1.1
-11.66331910317817, 25.061799931692658, 1.1, 1.1
-11.265827318348768, 25.055086939708744, 1.1, 1.1
-10.868335056179323, 25.04873433944904, 1.1, 1.1
-10.470841043763102, 25.043389165326943, 1.1, 1.1
-10.073345281100103, 25.03916741097025, 1.1, 1.1
-9.675848086417, 25.036026911342784, 1.1, 1.1
-9.278349937053838, 25.0339252627384, 1.1, 1.1
-8.880850992123944, 25.03282006145089, 1.1, 1.1
-8.483351808524045, 25.03266914244408, 1.1, 1.1
-8.085852545367478, 25.03343010201183, 1.1, 1.1
-7.688353679994251, 25.035060536447922, 1.1, 1.1
-7.290855530631089, 25.037518201159553, 1.1, 1.1
-6.89335849506133, 25.040760692440518, 1.1, 1.1
-6.49586281195501, 25.044745845254667, 1.1, 1.1
-6.0983689586521175, 25.049431096782467, 1.1, 1.1
-5.700877253379394, 25.05477428198777, 1.1, 1.1
-5.3033880143634855, 25.060733076721053, 1.1, 1.1
-4.905901639387784, 25.06726499771947, 1.1, 1.1
-4.508418367122284, 25.07432787994686, 1.1, 1.1
-4.110938754463695, 25.08187931969704, 1.1, 1.1
-3.713462960525359, 25.08987707237718, 1.1, 1.1
-3.3159914626473204, 25.098278654724425, 1.1, 1.1
-2.9185244994995734, 25.10704182214593, 1.1, 1.1
-2.5210625484221754, 25.11612425049221, 1.1, 1.1
-2.1236059276417993, 25.12548361561373, 1.1, 1.1
-1.7261549553851319, 25.135077513804333, 1.1, 1.1
-1.328709949878873, 25.144863700471184, 1.1, 1.1
-0.9312713884630399, 25.15479985146476, 1.1, 1.1
-0.5338395098076538, 25.164843563078886, 1.1, 1.1
-0.1364147116960799, 25.17495259072073, 1.1, 1.1
0.2610029263150168, 25.185092247681293, 1.1, 1.1
0.6584142793490314, 25.19524908888302, 1.1, 1.1
1.0558202225293325, 25.20541332885523, 1.1, 1.1
1.4532217105360197, 25.215575182127292, 1.1, 1.1
1.8506196184924484, 25.225724863228525, 1.1, 1.1
2.248015060192062, 25.235852427574958, 1.1, 1.1
2.6454088312015505, 25.24594824880925, 1.1, 1.1
3.0428018862010004, 25.256002461904078, 1.1, 1.1
3.4401951798704586, 25.26600520183213, 1.1, 1.1
3.837589666889999, 25.275946762679403, 1.1, 1.1
4.2349863019396805, 25.28581727941856, 1.1, 1.1
4.6323859601429, 25.295606966578976, 1.1, 1.1
5.029789675736394, 25.305305959133303, 1.1, 1.1
5.427198244286894, 25.31490455116755, 1.1, 1.1
5.824612779587775, 25.324392957211074, 1.1, 1.1
6.222034077205782, 25.333761232679866, 1.1, 1.1
6.6194630918209745, 25.342999751216617, 1.1, 1.1
7.016900857670091, 25.352098568237327, 1.1, 1.1
7.414348249876513, 25.361047898271334, 1.1, 1.1
7.811806223120314, 25.369838035404662, 1.1, 1.1
8.209275732081554, 25.378459035053282, 1.1, 1.1
8.60675765188363, 25.38690127085993, 1.1, 1.1
9.004252937206612, 25.39515479824057, 1.1, 1.1
9.401762542730534, 25.403209831724553, 1.1, 1.1
9.799287502692177, 25.41105658584122, 1.1, 1.1
10.196828612658216, 25.41868527511992, 1.1, 1.1
10.594386906865415, 25.42608611408999, 1.1, 1.1
10.99196158974706, 25.433317656462037, 1.1, 1.1
11.389543750955868, 25.440798688557486, 1.1, 1.1
11.787121456991036, 25.44906645658243, 1.1, 1.1
12.184682774351772, 25.45865820674289, 1.1, 1.1
12.582216008207295, 25.470111185244924, 1.1, 1.1
12.979709145500124, 25.48396255873796, 1.1, 1.1
13.377150332286128, 25.500748618747963, 1.1, 1.1
13.774492868798859, 25.5199576567606, 1.1, 1.1
14.17158766583495, 25.538003178445127, 1.1, 1.1
14.568267017929822, 25.550737974046548, 1.1, 1.1
14.96436337873224, 25.554014674696475, 1.1, 1.1
15.359708883664258, 25.543686150196574, 1.1, 1.1
15.754135986374623, 25.515605190791796, 1.1, 1.1
16.147465604794665, 25.465642168751636, 1.1, 1.1
16.538643851690306, 25.3910312963738, 1.1, 1.1
16.92513605149143, 25.291315361464253, 1.1, 1.1
17.30426424706161, 25.166260467407326, 1.1, 1.1
17.673350401707786, 25.01563271758728, 1.1, 1.1
18.029716558293533, 24.83919813583176, 1.1, 1.1
18.370684759682437, 24.636722825525077, 1.1, 1.1
18.693610144313663, 24.40802253341485, 1.1, 1.1
18.996615652067867, 24.154067930456236, 1.1, 1.1
19.278597275007634, 23.876992408365776, 1.1, 1.1
19.538485135007814, 23.57898035468672, 1.1, 1.1
19.775209115273256, 23.262216077405693, 1.1, 1.1
19.987699178565457, 22.928884202735993, 1.1, 1.1
20.174886401439355, 22.58116895910757, 1.1, 1.1
20.336965379514663, 22.2212700089447, 1.1, 1.1
20.477881487269524, 21.851431884634724, 1.1, 1.1
20.60227295823861, 21.47390747201552, 1.1, 1.1
20.714778025956548, 21.090949577368285, 1.1, 1.1
20.820034764844646, 20.704811166087577, 1.1, 1.1
20.922681408437562, 20.317745124011275, 1.1, 1.1
21.02733120947492, 19.931991767023085, 1.1, 1.1
21.13661980094363, 19.54880681763394, 1.1, 1.1
21.249801418600324, 19.167762022278445, 1.1, 1.1
21.365799103776016, 18.78826404729677, 1.1, 1.1
21.483535738688413, 18.409719797699115, 1.1, 1.1
21.601934364668605, 18.03153593982565, 1.1, 1.1
21.719917943490913, 17.653119299129887, 1.1, 1.1
21.836436724868257, 17.27389181683304, 1.1, 1.1
21.951087197360188, 16.89363813302398, 1.1, 1.1
22.064124737883876, 16.51251250808972, 1.1, 1.1
22.17583431843841, 16.130685670648408, 1.1, 1.1
22.28650099057963, 15.748328349318152, 1.1, 1.1
22.396409726306633, 15.365611431830425, 1.1, 1.1
22.50584557717523, 14.982705805916698, 1.1, 1.1
22.615093435627884, 14.599782041081763, 1.1, 1.1
22.72443843277706, 14.217011184170415, 1.1, 1.1
22.834165540621868, 13.834563884244119, 1.1, 1.1
22.944559731161455, 13.452610949477673, 1.1, 1.1
23.05590597639495, 13.071323188045872, 1.1, 1.1
23.168489327878135, 12.690871487680187, 1.1, 1.1
23.282594757610152, 12.311426576998748, 1.1, 1.1
23.39827851215812, 11.93289083996499, 1.1, 1.1
23.51429910965535, 11.553645298303595, 1.1, 1.1
23.62895841293788, 11.17153500043992, 1.1, 1.1
23.74044070008051, 10.784438726828254, 1.1, 1.1
23.83643879259383, 10.393304156545542, 1.1, 1.1
23.88599488225668, 10.004534090111537, 1.1, 1.1
23.856236947762675, 9.625092839037, 1.1, 1.1
23.727006044435438, 9.261564593053874, 1.1, 1.1
23.51756785463807, 8.919353875561573, 1.1, 1.1
23.254807760108452, 8.603637439207546, 1.1, 1.1
22.965133166099005, 8.319300779663044, 1.1, 1.1
22.663248532296688, 8.064096739170573, 1.1, 1.1
22.35174478083874, 7.828395300810435, 1.1, 1.1
22.03264758370781, 7.602266280339459, 1.1, 1.1
21.70752436645573, 7.379343871090376, 1.1, 1.1
21.377136088650275, 7.159537617127115, 1.1, 1.1
21.042161448260316, 6.9433953456931095, 1.1, 1.1
20.703279222811418, 6.73146480447513, 1.1, 1.1
20.361168189829133, 6.524293741159933, 1.1, 1.1
20.016507206395694, 6.322429903434288, 1.1, 1.1
19.66996255963917, 6.126389773212864, 1.1, 1.1
19.32189153857352, 5.935905483181008, 1.1, 1.1
18.97232779567102, 5.749887902498954, 1.1, 1.1
18.621289469852876, 5.567208997114328, 1.1, 1.1
18.268794779596973, 5.38674081253141, 1.1, 1.1
17.914861943381222, 5.207355394254509, 1.1, 1.1
17.559509179683495, 5.027925424241279, 1.1, 1.1
17.202464166015524, 4.8488448671315005, 1.1, 1.1
16.842536098110703, 4.675321582231392, 1.1, 1.1
16.478352782490273, 4.513513335510922, 1.1, 1.1
16.10859691977916, 4.369358873422027, 1.1, 1.1
15.73336111394356, 4.243160988658367, 1.1, 1.1
15.3542368166503, 4.129230504048091, 1.1, 1.1
14.97288294362406, 4.021608306631224, 1.1, 1.1
14.59046261340958, 3.916207649723459, 1.1, 1.1
14.207242181744725, 3.8123295484045623, 1.1, 1.1
13.823393809267717, 3.7096313520881896, 1.1, 1.1
13.43908941794679, 3.6077706488580237, 1.1, 1.1
13.054501088863443, 3.5064048676844166, 1.1, 1.1
12.669800903099274, 3.405191517094374, 1.1, 1.1
12.285157679912261, 3.303794549705338, 1.1, 1.1
11.900655033364673, 3.2020499992163067, 1.1, 1.1
11.516285087345995, 3.0999789481453592, 1.1, 1.1
11.132035271902048, 2.9976114689145144, 1.1, 1.1
10.747893335305342, 2.894977872615813, 1.1, 1.1
10.363846628045033, 2.7921082316712664, 1.1, 1.1
9.979882739280276, 2.6890327776162373, 1.1, 1.1
9.595989337726927, 2.5857816624294165, 1.1, 1.1
9.212153773874117, 2.4823851176461718, 1.1, 1.1
8.828363716437691, 2.3788732952451874, 1.1, 1.1
8.444606754576826, 2.2752763472051605, 1.1, 1.1
8.060870238780668, 2.1716245846181117, 1.1, 1.1
7.677141917321726, 2.0679480003494075, 1.1, 1.1
7.293409140689157, 1.9642769054910625, 1.1, 1.1
6.909661089175546, 1.8606380310848842, 1.1, 1.1
6.525895216967414, 1.757037423437947, 1.1, 1.1
6.142112478744822, 1.6534733323034543, 1.1, 1.1
5.758313670074484, 1.549944007434629, 1.1, 1.1
5.374499825193141, 1.446447778141359, 1.1, 1.1
4.990671580554151, 1.3429828146201896, 1.1, 1.1
4.6068299703942674, 1.239547525737674, 1.1, 1.1
4.2229757902802065, 1.136140002133692, 1.1, 1.1
3.839109915335376, 1.032758652674797, 1.1, 1.1
3.45523330023981, 0.9294016475575401, 1.1, 1.1
3.0713466610035733, 0.8260673160918032, 1.1, 1.1
2.687451031863404, 0.7227539080308026, 1.1, 1.1
2.3035471288293414, 0.6194596731277552, 1.1, 1.1
1.9196359065814446, 0.5161828611358773, 1.1, 1.1
1.5357181606864574, 0.41292180136506373, 1.1, 1.1
1.1517948458244265, 0.3096747435685179, 1.1, 1.1
0.7678668371187467, 0.2064398579427846, 1.1, 1.1
0.3839349301361352, 0.10321555335443694, 1.1, 1.1
